0.0001,5.249720474243909e-30
0.001,3.501750427606479e-30
0.005,1.6712541907428424e-30
0.01,1.642215450583222e-30
0.025,1.3754977225757178e-30
0.05,8.409336179937158e-30
0.075,5.221232969805644e-29
0.1,1.6096183392585583e-28
0.15,1.2686239342298202e-27
0.2,3.5887975814512796e-27
0.25,4.2698164418461205e-26
0.3,6.096676784537303e-25
0.35,4.85048713970258e-24
0.4,5.622055353391511e-23
0.45,4.962367305410191e-22
0.5,2.273884814246791e-21
0.55,1.0065137671268988e-20
0.6,5.67621322304231e-20
0.65,8.713924518268097e-19
0.7,1.4135882093553216e-17
0.75,2.9311431653472446e-16
0.8,1.4290982590844087e-14
0.85,3.92696382769685e-13
0.9,1.249273887822876e-11
0.925,3.73001034430558e-11
0.95,2.1984468965457557e-11
0.975,1.5389238291760617e-15
0.99,7.972238767924291e-22
0.995,7.355685579384433e-29
0.999,2.1819141385097328e-44
0.9999,8.868294954107636e-55
