0.0001,3.644931013727854e-27
0.001,2.3010956094356948e-27
0.005,1.4278856036203883e-27
0.01,1.0587910214593081e-27
0.025,1.4196868132855732e-27
0.05,3.1855895125750567e-27
0.075,9.994578802662157e-27
0.1,3.314552446770564e-26
0.15,2.7963490499946486e-25
0.2,2.358912076241451e-24
0.25,2.293828567621972e-23
0.3,1.9119205486338877e-22
0.35,1.2148580440415535e-21
0.4,9.688485011879567e-21
0.45,9.774026496344372e-20
0.5,1.2935230853781805e-18
0.55,2.4053528121752876e-17
0.6,5.133836412799364e-16
0.65,1.0225348842059297e-14
0.7,1.565938170093332e-13
0.75,1.7343041371637625e-12
0.8,1.4841198129586678e-11
0.85,8.87779673706659e-11
0.9,2.9860990823764164e-10
0.925,1.8022858186234035e-10
0.95,1.0963285315441089e-11
0.975,3.859152869466884e-18
0.99,1.0446303902856165e-24
0.995,4.2159187727578195e-32
0.999,8.762980008745474e-47
0.9999,2.3959222860402784e-55
