0.0001,1.8480279108209246e-27
0.001,1.3231674536946392e-27
0.005,9.142536851472208e-28
0.01,8.13332289952866e-28
0.025,9.392186221444796e-28
0.05,1.8178332066414955e-27
0.075,4.9084522566696405e-27
0.1,1.807686229769403e-26
0.15,2.2864579777183894e-25
0.2,3.739691321377786e-24
0.25,5.000159989353078e-23
0.3,3.1185770057859248e-22
0.35,1.6533108755676527e-21
0.4,9.397799121333974e-21
0.45,6.868164041315847e-20
0.5,5.964553403578531e-19
0.55,5.014715522290722e-18
0.6,5.1970852383622824e-17
0.65,6.661370377447888e-16
0.7,1.0498813310922627e-14
0.75,2.2625570562513253e-13
0.8,6.6871460921788655e-12
0.85,2.914947437483884e-10
0.9,1.603790906121467e-08
0.925,7.801914198932301e-08
0.95,1.1336854720754761e-07
0.975,1.7258544579818245e-09
0.99,1.0999854130408801e-15
0.995,3.2845482499045087e-22
0.999,7.105885964680915e-39
0.9999,2.8776487619248333e-53
