0.0001,4.8862384672168685e-22
0.001,3.7694156554830104e-22
0.005,2.3637523431315254e-22
0.01,1.7670695398858432e-22
0.025,1.5192448778335839e-22
0.05,1.9511925868379432e-22
0.075,2.6854348985306473e-22
0.1,4.200160572163541e-22
0.15,1.118373823423145e-21
0.2,3.542377893565952e-21
0.25,1.3719660168153868e-20
0.3,6.359486049902994e-20
0.35,3.2835855866115163e-19
0.4,1.8083851770705144e-18
0.45,1.0990378340324187e-17
0.5,7.454222000161738e-17
0.55,5.757620746569963e-16
0.6,5.2387135102408255e-15
0.65,5.162643253264065e-14
0.7,5.520517604170674e-13
0.75,6.4114466067931386e-12
0.8,8.290796333211441e-11
0.85,1.1269964800373037e-09
0.9,1.1004474669483346e-08
0.925,1.6885488046718028e-08
0.95,4.604206934043283e-09
0.975,2.399801087141912e-12
0.99,4.118941966140778e-20
0.995,2.332150996128941e-27
0.999,1.5851493133913948e-43
0.9999,1.2775418286861427e-54
