0.0001,1.5787023403228362e-30
0.001,8.161747102089788e-31
0.005,5.090451409467537e-31
0.01,4.958815034687735e-31
0.025,8.946039879055127e-31
0.05,2.8023919029059476e-30
0.075,1.4680101237547385e-29
0.1,3.8101432941189707e-29
0.15,3.697454432532472e-28
0.2,1.2928252093476388e-27
0.25,7.512340799253584e-27
0.3,1.1965374710476805e-25
0.35,1.477312124662331e-24
0.4,2.1138147129274745e-23
0.45,3.29580319665808e-22
0.5,3.0550572627185644e-21
0.55,1.4230293244442178e-20
0.6,1.0287871272797023e-19
0.65,1.5933599438949981e-18
0.7,4.562981112848812e-17
0.75,1.864797652607883e-15
0.8,1.6574799368715258e-13
0.85,2.247947127008373e-11
0.9,1.5078871386802304e-09
0.925,6.201052744109602e-09
0.95,1.2357241720073876e-08
0.975,1.9116601724999227e-09
0.99,4.7085246610098785e-14
0.995,1.190175083251335e-19
0.999,8.90891887251913e-36
0.9999,4.02954724890463e-52
