0.0001,5.194937847806557e-30
0.001,3.10583348950953e-30
0.005,1.6765046926760856e-30
0.01,1.805390957279982e-30
0.025,3.892275811054909e-30
0.05,1.453266984579161e-29
0.075,6.942051588674321e-29
0.1,1.6672586598010734e-28
0.15,1.2868155964868988e-27
0.2,5.637541679597676e-27
0.25,5.755753146748822e-26
0.3,1.0054168498778303e-24
0.35,8.389793678721911e-24
0.4,8.79990594302932e-23
0.45,5.286072015845348e-22
0.5,2.0639163544739827e-21
0.55,1.4132625975774732e-20
0.6,1.1274734492195462e-19
0.65,1.4324340437225436e-18
0.7,2.2395844903222973e-17
0.75,1.1718770643514674e-15
0.8,1.0665290475621451e-13
0.85,7.86530116247347e-12
0.9,1.6395588410448175e-09
0.925,4.207366652624033e-08
0.95,1.593903879381051e-06
0.975,6.997465907072362e-05
0.99,0.00016173789074352515
0.995,7.564632286961715e-06
0.999,2.2853213933582783e-15
0.9999,9.171853822110008e-38
