0.0001,5.824137923465603e-22
0.001,5.108280910899688e-22
0.005,2.6576817598706305e-22
0.01,2.6369697512236792e-22
0.025,3.9384816645259083e-22
0.05,7.03256239394328e-22
0.075,1.6874872291771866e-21
0.1,6.356877561568483e-22
0.15,1.954267424858562e-20
0.2,6.026865962669614e-21
0.25,6.176475580375772e-19
0.3,9.221438288549919e-18
0.35,1.0522655646632143e-17
0.4,3.8733398838921057e-16
0.45,3.799377819102033e-15
0.5,9.896833983585363e-17
0.55,1.558298287179981e-13
0.6,2.734989066816822e-16
0.65,4.1854998153422865e-12
0.7,1.824567804076535e-12
0.75,1.2471746892414533e-14
0.8,1.152548883798915e-16
0.85,4.189920789945482e-17
0.9,4.532980778674973e-22
0.925,1.3032006500048219e-23
0.95,1.1610022185086386e-33
0.975,9.316620957674032e-41
0.99,1.2449727249444636e-46
0.995,2.73254010803902e-50
0.999,1.1794757074059438e-53
0.9999,2.7880379054400952e-55
