0.0001,2.324435184731253e-27
0.001,1.600313620520339e-27
0.005,8.919164922263368e-28
0.01,8.103927251930381e-28
0.025,1.0034877190384071e-27
0.05,2.590768124651103e-27
0.075,7.020965642637124e-27
0.1,2.0480936392427927e-26
0.15,2.3056369658726015e-25
0.2,2.3635398866943816e-24
0.25,2.3067219383036406e-23
0.3,1.6624313472285324e-22
0.35,8.814328392727676e-22
0.4,9.21251395539366e-21
0.45,1.3528620534038832e-19
0.5,2.176315025668596e-18
0.55,3.8287135549443667e-17
0.6,7.273268921768132e-16
0.65,1.3005596795257173e-14
0.7,2.31421802694714e-13
0.75,3.7290016702506756e-12
0.8,6.474863752897532e-11
0.85,1.4677454268637963e-09
0.9,8.096214266912066e-08
0.925,1.028584824587489e-06
0.95,2.1714672670044516e-05
0.975,0.0007644850689467443
0.99,0.0007383697354598246
0.995,5.9097529783428705e-06
0.999,2.2157501519437185e-17
0.9999,1.3114166829779927e-40
