0.0001,1.1209858502243174e-21
0.001,8.463962901911131e-22
0.005,4.4824743635258795e-22
0.01,2.7281208085571963e-22
0.025,1.4383034859080594e-22
0.05,1.5347310488486008e-22
0.075,2.347430850638329e-22
0.1,3.869469371456724e-22
0.15,1.1104497018979046e-21
0.2,3.918218041788757e-21
0.25,1.7152641253763178e-20
0.3,8.579702455935063e-20
0.35,4.614192168039564e-19
0.4,2.6020384273466296e-18
0.45,1.6106140672730174e-17
0.5,1.110590360099107e-16
0.55,8.828142558305207e-16
0.6,7.558843635888883e-15
0.65,7.283116163764286e-14
0.7,7.702527182452477e-13
0.75,9.726232056774051e-12
0.8,1.5411064393113733e-10
0.85,3.375151721870692e-09
0.9,1.0411776394574472e-07
0.925,7.163317596763353e-07
0.95,5.988854110145451e-06
0.975,3.539040527872495e-05
0.99,3.6785995246590156e-06
0.995,5.3235942102253725e-09
0.999,2.6788963265526416e-22
0.9999,4.2794965701395056e-45
