0.0001,1.418271641670658e-21
0.001,1.043053942724009e-21
0.005,5.802329042545337e-22
0.01,3.8005421429501935e-22
0.025,2.029464859942571e-22
0.05,2.0627424922395542e-22
0.075,3.0874208832106856e-22
0.1,4.332520819399324e-22
0.15,1.3951507021449773e-21
0.2,3.808684397903226e-21
0.25,1.4809321631960113e-20
0.3,7.009680075286873e-20
0.35,3.7558386277823194e-19
0.4,2.1055966388376623e-18
0.45,1.2812027658825958e-17
0.5,8.973560949415091e-17
0.55,7.130399738754236e-16
0.6,5.968080029728987e-15
0.65,5.312824484437021e-14
0.7,4.655507107708122e-13
0.75,3.937428009653339e-12
0.8,2.7073454475318963e-11
0.85,9.631969422953754e-11
0.9,4.488414665644857e-11
0.925,4.312169509791983e-12
0.95,1.6905723168292753e-14
0.975,1.6814068940775255e-20
0.99,3.444781858758301e-30
0.995,1.5540013663919512e-37
0.999,5.07290887964978e-50
0.9999,5.168817169465146e-56
