0.0001,2.5324812719910573e-30
0.001,1.3953619949939395e-30
0.005,8.794061588054877e-31
0.01,1.3377337374675302e-30
0.025,1.379845766893326e-30
0.05,3.21860008976917e-30
0.075,1.222521580296261e-29
0.1,2.4847658323591346e-29
0.15,3.9063195996290283e-28
0.2,2.1181190084841256e-27
0.25,1.1760017161438572e-26
0.3,2.1243061056489245e-25
0.35,1.8975556164882246e-24
0.4,4.3767782799945976e-23
0.45,3.562908954521444e-22
0.5,1.0760243786943538e-20
0.55,8.366905555338954e-20
0.6,3.870542343500676e-20
0.65,5.286150326983186e-18
0.7,3.5460501064445417e-16
0.75,1.695097283282144e-14
0.8,2.7926829829261447e-15
0.85,2.054844283038102e-13
0.9,1.270776536388701e-16
0.925,1.6159586939426153e-16
0.95,5.843528190654268e-21
0.975,1.524598030626664e-32
0.99,1.3130008700974012e-36
0.995,4.9422186610308506e-43
0.999,6.584177405813321e-52
0.9999,5.1413335454213385e-55
