0.0001,1.5748037394289798e-27
0.001,1.206753869839382e-27
0.005,7.5524979765600185e-28
0.01,6.860164393500656e-28
0.025,8.383578791688817e-28
0.05,1.8018507250981847e-27
0.075,4.038540008031829e-27
0.1,1.423984277067296e-26
0.15,1.9713025771481644e-25
0.2,3.015197421009306e-24
0.25,4.487212123193229e-23
0.3,2.7522740188920723e-22
0.35,1.4495888982157757e-21
0.4,8.229551667538155e-21
0.45,6.414859223526841e-20
0.5,6.523045284220759e-19
0.55,5.7194047131637396e-18
0.6,5.887655277440626e-17
0.65,7.960836030854845e-16
0.7,1.3895999136729137e-14
0.75,3.518546233306468e-13
0.8,1.2380747251452915e-11
0.85,7.689643238779533e-10
0.9,1.152724613338032e-07
0.925,1.900383612993781e-06
0.95,3.626668395080656e-05
0.975,0.0012209451288640763
0.99,0.010237268668266786
0.995,0.01719209065107167
0.999,4.851217044796925e-05
0.9999,2.9530094039898194e-38
